incident_type,state_name,incident_year,month,damageCategory,avg_month,total_amount
Severe Storm,Oklahoma,2017,May,Recreational or Other,9,241041
Severe Storm,Ohio,2011,July,Recreational or Other,6,240827
Severe Storm,South Dakota,2015,July,Recreational or Other,4,240696
Severe Storm,North Dakota,2020,October,Management Costs,10,240387
Severe Storm,Washington,2012,September,Roads and Bridges,2,238920
Severe Storm,Illinois,2011,June,Public Buildings,3,238616
Severe Storm,Rhode Island,2013,March,State Management,3,238378
Severe Storm,South Dakota,2010,July,Public Utilities,4,238128
Severe Storm,Illinois,2021,December,Emergency Protective Measures,9,237542
Severe Storm,Oklahoma,2011,May,State Management,8,237144
Severe Storm,West Virginia,2022,November,Debris Removal,11,236370
Severe Storm,Oklahoma,2023,July,"Parks, Recreational Facilities, and Other Items",8,236282
Severe Storm,Vermont,2018,July,Roads and Bridges,4,235830
Severe Storm,West Virginia,2018,July,Management Costs,15,235699
Severe Storm,Hawaii,2022,February,Utilities,11,234595
Severe Storm,Kentucky,2014,September,Recreational or Other,3,234377
Severe Storm,Washington,2015,October,State Management,25,234186
Severe Storm,Mississippi,2019,February,Emergency Protective Measures,7,233821
Severe Storm,Oklahoma,2011,May,Public Buildings,4,233500
Severe Storm,Nebraska,2014,July,Water Control Facilities,5,233477
Severe Storm,California,2017,May,Recreational or Other,6,233307
Severe Storm,Iowa,2019,April,Roads and Bridges,3,233295
Severe Storm,Iowa,2019,April,Utilities,5,233165
Severe Storm,South Dakota,2010,November,Water Control Facilities,2,232953
Severe Storm,Kansas,2015,July,Recreational or Other,6,232750
Severe Storm,New Jersey,2011,October,Debris Removal,6,231796
Severe Storm,Oklahoma,2012,June,State Management,26,231613
Severe Storm,West Virginia,2024,May,Management Costs,1,231031
Severe Storm,Illinois,2023,August,"Parks, Recreational Facilities, and Other Items",6,230963
Severe Storm,Mississippi,2020,April,Emergency Work Donated Resources,11,230225
Severe Storm,Arkansas,2016,May,Recreational or Other,5,230199
Severe Storm,Connecticut,2015,April,State Management,5,227730
Severe Storm,Georgia,2011,April,Recreational or Other,1,227526
Severe Storm,Vermont,2023,July,Water Control Facilities,13,227156
Severe Storm,Illinois,2010,August,Debris Removal,3,227105
Severe Storm,Tennessee,2022,January,Roads and Bridges,6,225890
Severe Storm,New Jersey,2023,August,"Parks, Recreational Facilities, and Other Items",7,225770
Severe Storm,Kentucky,2011,May,Public Buildings,5,225637
Severe Storm,New Hampshire,2013,March,Recreational or Other,6,225563
Severe Storm,Hawaii,2012,April,Debris Removal,3,225169
Severe Storm,Arkansas,2015,June,Public Buildings,2,224418
Severe Storm,Oklahoma,2010,February,Public Buildings,6,224293
Severe Storm,Missouri,2010,August,Recreational or Other,3,223880
Severe Storm,Washington,2016,January,Water Control Facilities,23,222298
Severe Storm,New Jersey,2023,August,Emergency Protective Measures,6,222078
Severe Storm,Connecticut,2010,April,Public Buildings,4,221973
Severe Storm,American Samoa,2014,September,Recreational or Other,5,221668
Severe Storm,Texas,2013,December,Public Buildings,5,221302
Severe Storm,Minnesota,2011,July,Roads and Bridges,5,220977
Severe Storm,Massachusetts,2010,March,State Management,2,220576
Severe Storm,Wisconsin,2010,October,Public Utilities,5,220547
Severe Storm,Mississippi,2010,April,State Management,3,220193
Severe Storm,Oklahoma,2019,June,Emergency Work Donated Resources,14,219183
Severe Storm,South Dakota,2015,July,Water Control Facilities,3,218519
Severe Storm,Nevada,2017,February,Public Buildings,11,218404
Severe Storm,Pennsylvania,2011,July,Protective Measures,4,217818
Severe Storm,Massachusetts,2012,January,State Management,2,217521
Severe Storm,Pennsylvania,2013,October,Public Buildings,5,217410
Severe Storm,Idaho,2021,March,"Parks, Recreational Facilities, and Other Items",10,216441
Severe Storm,Kansas,2012,May,State Management,2,215572
Severe Storm,New Hampshire,2018,January,Direct Administrative Costs,8,214831
Severe Storm,Massachusetts,2012,January,Recreational or Other,8,214742
Severe Storm,Nebraska,2015,June,State Management,3,212933
Severe Storm,Mississippi,2010,May,Debris Removal,2,212112
Severe Storm,Hawaii,2014,September,State Management,4,211152
Severe Storm,North Carolina,2020,May,Emergency Protective Measures,5,210890
Severe Storm,Kansas,2022,February,Emergency Protective Measures,8,210731
Severe Storm,Texas,2024,May,Buildings and Equipment,4,210698
Severe Storm,Arizona,2010,March,Water Control Facilities,30,210597
Severe Storm,Missouri,2013,July,Public Utilities,5,210508
Severe Storm,Hawaii,2018,May,Utilities,9,210153
Severe Storm,New Hampshire,2023,March,Management Costs,8,208919
Severe Storm,Kentucky,2010,July,State Management,60,207704
Severe Storm,Kentucky,2015,August,Protective Measures,5,207476
Severe Storm,Hawaii,2022,February,Buildings and Equipment,8,207150
Severe Storm,Missouri,2014,October,State Management,3,206356
Severe Storm,South Dakota,2013,August,Roads and Bridges,2,205289
Severe Storm,Washington,2011,March,Protective Measures,3,204726
Severe Storm,Kentucky,2011,May,Water Control Facilities,5,204469
Severe Storm,Mississippi,2016,January,Public Buildings,2,204436
Severe Storm,Virgin Islands of the U.S.,2010,November,Water Control Facilities,20,204408
Severe Storm,Alabama,2010,May,State Management,29,203585
Severe Storm,Idaho,2010,July,State Management,1,202786
Severe Storm,New Mexico,2013,September,State Management,14,202532
Severe Storm,Maine,2023,March,Emergency Protective Measures,6,202311
Severe Storm,Mississippi,2013,February,Public Buildings,2,202142
Severe Storm,Nebraska,2017,August,State Management,11,200044
Severe Storm,Iowa,2018,September,Emergency Work Donated Resources,15,199995
Severe Storm,Minnesota,2011,June,Public Buildings,4,198808
Severe Storm,New Jersey,2012,July,Public Buildings,2,198460
Severe Storm,Alabama,2016,January,Debris Removal,3,197123
Severe Storm,Massachusetts,2018,June,Management Costs,16,196952
Severe Storm,Washington,2011,March,Public Utilities,2,196951
Severe Storm,New York,2024,January,Management Costs,6,196531
Severe Storm,South Dakota,2013,June,Public Utilities,2,196348
Severe Storm,Arkansas,2011,July,Protective Measures,2,196202
Severe Storm,Kentucky,2011,July,Public Buildings,4,196197
Severe Storm,Hawaii,2012,April,Public Utilities,10,195859
Severe Storm,New Hampshire,2017,August,Management Costs,40,195661
Severe Storm,Mississippi,2016,January,Recreational or Other,4,195594
Severe Storm,Mississippi,2016,January,State Management,43,195338
Severe Storm,Missouri,2013,September,Protective Measures,6,195292
Severe Storm,Tennessee,2020,April,"Parks, Recreational Facilities, and Other Items",12,195258
Severe Storm,Washington,2024,April,Utilities,5,195209
Severe Storm,Georgia,2011,April,Roads and Bridges,2,194592
Severe Storm,South Dakota,2017,February,State Management,3,193915
Severe Storm,Hawaii,2018,May,"Parks, Recreational Facilities, and Other Items",36,193038
Severe Storm,South Dakota,2010,September,Public Buildings,3,192171
Severe Storm,Illinois,2010,August,Recreational or Other,3,191948
Severe Storm,Mississippi,2019,February,Water Control Facilities,8,191344
Severe Storm,Arizona,2021,September,Management Costs,17,191209
Severe Storm,Wisconsin,2013,August,State Management,2,190975
Severe Storm,Alabama,2021,April,Emergency Work Donated Resources,11,189987
Severe Storm,New Jersey,2015,July,Public Buildings,5,189475
Severe Storm,Wisconsin,2012,August,Recreational or Other,1,187581
Severe Storm,Connecticut,2015,April,Roads and Bridges,5,187381
Severe Storm,Maine,2023,September,Management Costs,6,187159
Severe Storm,Illinois,2010,August,Public Buildings,3,186574
Severe Storm,Kentucky,2014,September,State Management,60,186387
Severe Storm,Connecticut,2013,March,Public Buildings,7,186249
Severe Storm,New Hampshire,2024,April,Water Control Facilities,5,186153
Severe Storm,Ohio,2011,July,Water Control Facilities,3,185199
Severe Storm,Washington,2012,September,State Management,40,185039
Severe Storm,Montana,2021,August,Management Costs,15,184911
Severe Storm,Washington,2015,October,Protective Measures,5,184785
Severe Storm,Louisiana,2013,February,State Management,7,184571
Severe Storm,Mississippi,2010,May,Water Control Facilities,3,182986
Severe Storm,Mississippi,2019,February,Debris Removal,6,182281
Severe Storm,Alaska,2022,September,Debris Removal,17,182052
Severe Storm,Missouri,2020,July,Buildings and Equipment,8,181772
Severe Storm,Ohio,2019,June,"Parks, Recreational Facilities, and Other Items",11,181649
Severe Storm,West Virginia,2019,August,Debris Removal,5,179851
Severe Storm,West Virginia,2015,August,Protective Measures,4,179360
Severe Storm,Oregon,2011,February,Protective Measures,1,179142
Severe Storm,New Hampshire,2024,February,Management Costs,5,179110
Severe Storm,New Hampshire,2011,December,Public Utilities,2,178844
Severe Storm,New Hampshire,2024,April,Management Costs,0,177426
Severe Storm,New Hampshire,2024,August,Management Costs,1,177426
Severe Storm,New Hampshire,2024,July,Management Costs,0,177426
Severe Storm,West Virginia,2010,March,Public Buildings,4,176777
Severe Storm,Massachusetts,2018,June,Water Control Facilities,18,176724
Severe Storm,Missouri,2010,August,Public Buildings,4,176422
Severe Storm,Alaska,2022,March,Management Costs,13,176251
Severe Storm,Maryland,2018,June,"Parks, Recreational Facilities, and Other Items",9,175800
Severe Storm,Maine,2024,May,Management Costs,2,175471
Severe Storm,New Mexico,2013,October,Water Control Facilities,5,175398
Severe Storm,West Virginia,2021,May,Debris Removal,9,175293
Severe Storm,Arkansas,2016,May,Debris Removal,4,174906
Severe Storm,Minnesota,2013,May,Public Buildings,2,173649
Severe Storm,Washington,2011,March,Recreational or Other,10,172178
Severe Storm,Wisconsin,2019,August,Buildings and Equipment,9,171891
Severe Storm,North Dakota,2010,April,State Management,35,171223
Severe Storm,Maine,2010,March,Public Buildings,5,170279
Severe Storm,North Dakota,2013,July,Public Utilities,3,169860
Severe Storm,American Samoa,2014,September,Debris Removal,2,169317
Severe Storm,Ohio,2019,June,Roads and Bridges,12,168816
Severe Storm,Oregon,2017,August,Public Buildings,7,168814
Severe Storm,Kentucky,2014,September,Public Utilities,2,168491
Severe Storm,New Jersey,2015,July,Roads and Bridges,3,167720
Severe Storm,Oregon,2024,April,Buildings and Equipment,5,167700
Severe Storm,Oregon,2017,August,Debris Removal,6,167608
Severe Storm,Nebraska,2014,July,State Management,4,167302
Severe Storm,Alabama,2020,July,Buildings and Equipment,6,167126
Severe Storm,Oklahoma,2019,July,Emergency Protective Measures,10,166517
Severe Storm,Alaska,2012,November,Public Buildings,3,166009
Severe Storm,New Jersey,2012,July,State Management,22,165940
Severe Storm,Arkansas,2019,June,Emergency Work Donated Resources,13,165396
Severe Storm,Oklahoma,2011,June,State Management,3,164988
Severe Storm,New Mexico,2011,March,Public Buildings,2,164393
Severe Storm,Iowa,2014,July,Public Buildings,3,163712
Severe Storm,Arizona,2010,March,Recreational or Other,12,163557
Severe Storm,New Jersey,2016,March,Roads and Bridges,12,163355
Severe Storm,Tennessee,2022,January,Emergency Work Donated Resources,8,163099
Severe Storm,Louisiana,2021,March,"Parks, Recreational Facilities, and Other Items",12,163088
Severe Storm,Kansas,2012,May,Protective Measures,3,163064
Severe Storm,Tennessee,2019,December,Buildings and Equipment,11,161912
Severe Storm,Indiana,2011,June,Public Buildings,4,161445
Severe Storm,Tennessee,2023,April,Emergency Work Donated Resources,12,161221
Severe Storm,Iowa,2017,August,State Management,4,161107
Severe Storm,Oklahoma,2010,July,Protective Measures,3,160479
Severe Storm,Indiana,2012,March,State Management,1,159357
Severe Storm,Arkansas,2013,September,Public Utilities,5,158917
Severe Storm,North Dakota,2021,September,Debris Removal,6,158811
Severe Storm,Maine,2011,February,Recreational or Other,6,158740
Severe Storm,Puerto Rico,2011,July,State Management,13,158267
Severe Storm,Minnesota,2019,February,Debris Removal,15,158237
Severe Storm,North Dakota,2013,July,Debris Removal,2,158210
Severe Storm,Connecticut,2011,November,Recreational or Other,8,158104
Severe Storm,New Jersey,2023,August,Buildings and Equipment,10,158041
Severe Storm,South Dakota,2013,June,Debris Removal,3,157670
Severe Storm,Vermont,2018,January,Direct Administrative Costs,6,157655
Severe Storm,Hawaii,2014,September,Public Buildings,3,157201
Severe Storm,West Virginia,2015,March,Water Control Facilities,22,157053
Severe Storm,New Jersey,2011,September,State Management,31,156441
Severe Storm,Maryland,2018,June,Debris Removal,6,156438
Severe Storm,Indiana,2012,March,Public Buildings,2,156089
Severe Storm,Nebraska,2010,July,Public Buildings,10,154998
Severe Storm,South Carolina,2020,May,Buildings and Equipment,5,154896
Severe Storm,Minnesota,2013,May,Protective Measures,2,154452
Severe Storm,Tennessee,2010,September,Recreational or Other,3,154009
Severe Storm,Puerto Rico,2010,June,State Management,69,153721
Severe Storm,Wisconsin,2010,October,Water Control Facilities,5,153632
Severe Storm,Maine,2024,May,Emergency Protective Measures,4,152578
Severe Storm,Maine,2010,March,Public Utilities,4,152460
Severe Storm,Minnesota,2013,May,Roads and Bridges,2,151745
Severe Storm,Maine,2023,March,Water Control Facilities,11,151296
Severe Storm,Texas,2016,February,Recreational or Other,4,151154
Severe Storm,New Jersey,2011,September,Public Buildings,7,150902
Severe Storm,Rhode Island,2015,April,State Management,4,150780
Severe Storm,Ohio,2012,August,Recreational or Other,3,150753
Severe Storm,Virgin Islands of the U.S.,2010,November,Protective Measures,12,150496
Severe Storm,Wisconsin,2010,October,Recreational or Other,3,150364
Severe Storm,Kentucky,2015,August,Recreational or Other,6,150044
Severe Storm,Mississippi,2013,February,State Management,25,150018
Severe Storm,Georgia,2023,January,Buildings and Equipment,8,149172
Severe Storm,Oklahoma,2011,April,State Management,12,148932
Severe Storm,Nevada,2017,March,Debris Removal,4,148653
Severe Storm,West Virginia,2012,March,Public Utilities,2,148342
Severe Storm,North Dakota,2010,April,Protective Measures,2,147230
Severe Storm,Kentucky,2011,July,Protective Measures,2,146712
Severe Storm,Oklahoma,2011,May,Water Control Facilities,5,146573
Severe Storm,Virginia,2011,November,State Management,52,146135
Severe Storm,Arizona,2010,March,Debris Removal,11,145908
Severe Storm,Nebraska,2018,August,Debris Removal,5,145622
Severe Storm,Utah,2012,February,Recreational or Other,1,145292
Severe Storm,Alaska,2014,January,Debris Removal,5,144999
Severe Storm,Oklahoma,2017,May,Water Control Facilities,6,144603
Severe Storm,Tennessee,2020,July,"Parks, Recreational Facilities, and Other Items",7,144409
Severe Storm,Minnesota,2011,July,Recreational or Other,10,144387
Severe Storm,West Virginia,2015,March,State Management,1,144299
Severe Storm,Arkansas,2014,April,State Management,3,144252
Severe Storm,Oregon,2011,February,State Management,3,144076
Severe Storm,Washington,2011,March,Water Control Facilities,10,143573
Severe Storm,North Dakota,2010,February,State Management,38,143184
Severe Storm,Arkansas,2014,April,Public Buildings,4,142924
Severe Storm,Minnesota,2011,June,State Management,9,141770
Severe Storm,Rhode Island,2024,March,Management Costs,4,141342
Severe Storm,Louisiana,2021,June,Roads and Bridges,19,140762
Severe Storm,Kansas,2010,March,Public Buildings,5,140760
Severe Storm,Utah,2021,January,"Parks, Recreational Facilities, and Other Items",7,140501
Severe Storm,Wisconsin,2012,August,State Management,3,140023
Severe Storm,New Hampshire,2013,August,Protective Measures,2,139977
Severe Storm,Oklahoma,2012,June,Debris Removal,6,139963
Severe Storm,Montana,2024,July,Management Costs,2,139648
Severe Storm,Nebraska,2017,August,Public Buildings,6,139407
Severe Storm,Maine,2011,February,Protective Measures,2,139120
Severe Storm,Arkansas,2016,February,Protective Measures,6,139115
Severe Storm,Virginia,2012,July,Roads and Bridges,3,138528
Severe Storm,New Hampshire,2015,March,State Management,5,138044
Severe Storm,Nebraska,2021,September,Buildings and Equipment,7,137773
Severe Storm,Hawaii,2022,February,"Parks, Recreational Facilities, and Other Items",18,137704
Severe Storm,Wyoming,2011,July,Debris Removal,2,137614
Severe Storm,Montana,2014,October,Public Buildings,2,137229
Severe Storm,Arkansas,2013,June,Public Utilities,4,136703
Severe Storm,Kentucky,2023,April,"Parks, Recreational Facilities, and Other Items",9,135814
Severe Storm,Wisconsin,2010,October,Debris Removal,3,135630
Severe Storm,Tennessee,2023,December,Buildings and Equipment,6,135592
Severe Storm,Ohio,2011,July,Public Buildings,7,135379
Severe Storm,Alaska,2011,December,Protective Measures,7,135231
Severe Storm,Iowa,2020,September,Buildings and Equipment,6,134824
Severe Storm,Puerto Rico,2010,June,Protective Measures,10,134732
Severe Storm,West Virginia,2018,July,Debris Removal,5,134194
Severe Storm,Tennessee,2014,August,Water Control Facilities,2,133791
Severe Storm,New Jersey,2011,October,State Management,31,133304
Severe Storm,Maryland,2018,June,Direct Administrative Costs,13,132967
Severe Storm,Missouri,2014,October,Protective Measures,4,132886
Severe Storm,Vermont,2023,March,Management Costs,7,132364
Severe Storm,Arkansas,2010,February,Protective Measures,2,131331
Severe Storm,South Dakota,2022,August,Management Costs,6,131143
Severe Storm,Arizona,2021,September,Emergency Protective Measures,20,131108
Severe Storm,West Virginia,2018,July,Buildings and Equipment,6,131072
Severe Storm,Oklahoma,2012,June,Water Control Facilities,9,130573
Severe Storm,New York,2013,April,Roads and Bridges,3,130427
Severe Storm,Kentucky,2023,May,Emergency Protective Measures,7,130100
Severe Storm,Oregon,2014,April,State Management,11,129993
Severe Storm,Wisconsin,2013,August,Protective Measures,5,128993
Severe Storm,Iowa,2018,September,Management Costs,11,128815
Severe Storm,Iowa,2011,May,State Management,6,128162
Severe Storm,Oklahoma,2013,April,Debris Removal,5,127866
Severe Storm,Nebraska,2018,August,"Parks, Recreational Facilities, and Other Items",7,127808
Severe Storm,North Dakota,2013,October,Debris Removal,1,127327
Severe Storm,Indiana,2011,June,Water Control Facilities,4,127195
Severe Storm,Utah,2012,February,Public Buildings,1,126859
Severe Storm,Mississippi,2020,April,Buildings and Equipment,5,126836
Severe Storm,Alabama,2020,July,"Parks, Recreational Facilities, and Other Items",6,126753
Severe Storm,Maine,2010,July,Protective Measures,2,126750
Severe Storm,Oklahoma,2014,January,State Management,9,126269
Severe Storm,Alabama,2021,April,Roads and Bridges,8,125949
Severe Storm,Kentucky,2016,August,State Management,1,124899
Severe Storm,Maine,2018,May,Section 324 Management Costs,4,124185
Severe Storm,New Jersey,2012,July,Recreational or Other,2,123294
Severe Storm,South Dakota,2019,October,Utilities,6,122846
Severe Storm,Kentucky,2011,July,State Management,70,122765
Severe Storm,New Hampshire,2017,August,Emergency Protective Measures,14,122391
Severe Storm,Mississippi,2017,May,Protective Measures,8,122088
Severe Storm,Maine,2013,March,Recreational or Other,4,121301
Severe Storm,Utah,2021,January,Emergency Protective Measures,7,121006
Severe Storm,Oklahoma,2010,May,State Management,9,120454
Severe Storm,Vermont,2018,July,Section 324 Management Costs,2,119583
Severe Storm,Nebraska,2022,July,Buildings and Equipment,7,118422
Severe Storm,Idaho,2021,March,Roads and Bridges,10,118250
Severe Storm,Arkansas,2020,July,Emergency Protective Measures,6,117949
Severe Storm,Maine,2013,March,Roads and Bridges,5,117465
Severe Storm,Alaska,2022,January,Emergency Protective Measures,10,117371
Severe Storm,Ohio,2019,June,Buildings and Equipment,13,116949
Severe Storm,Alabama,2020,May,Debris Removal,10,116886
Severe Storm,New Mexico,2013,September,Protective Measures,7,116607
Severe Storm,Nebraska,2014,July,Recreational or Other,3,116048
Severe Storm,Vermont,2023,March,Debris Removal,6,115923
Severe Storm,North Dakota,2013,July,Recreational or Other,2,115676
Severe Storm,New Hampshire,2012,June,Protective Measures,2,115579
Severe Storm,West Virginia,2015,May,Protective Measures,7,114696
Severe Storm,Alaska,2012,February,State Management,56,114289
Severe Storm,Oklahoma,2010,July,State Management,7,113892
Severe Storm,Arizona,2010,October,Debris Removal,6,113765
Severe Storm,Alabama,2010,May,Public Buildings,4,113723
Severe Storm,Idaho,2016,February,Debris Removal,1,113310
Severe Storm,New Jersey,2023,August,Utilities,8,113185
Severe Storm,Utah,2021,January,Emergency Work Donated Resources,12,113083
Severe Storm,North Dakota,2010,February,Protective Measures,1,112691
Severe Storm,Alaska,2012,February,Recreational or Other,2,112561
Severe Storm,Virginia,2011,November,Recreational or Other,2,111910
Severe Storm,Oregon,2019,July,Emergency Protective Measures,7,111588
Severe Storm,West Virginia,2021,May,Emergency Protective Measures,7,111441
Severe Storm,Maine,2018,January,Direct Administrative Costs,9,110337
Severe Storm,Kansas,2010,August,Protective Measures,4,110059
Severe Storm,Kentucky,2022,February,Buildings and Equipment,13,109401
Severe Storm,Kansas,2013,October,Water Control Facilities,4,108972
Severe Storm,Hawaii,2012,April,Public Buildings,1,108344
Severe Storm,Missouri,2014,October,Water Control Facilities,5,108274
Severe Storm,West Virginia,2017,August,State Management,12,107951
Severe Storm,Vermont,2011,July,State Management,3,107721
Severe Storm,Michigan,2020,July,Emergency Work Donated Resources,9,107529
Severe Storm,Missouri,2013,July,Water Control Facilities,8,107514
Severe Storm,New Hampshire,2019,August,Emergency Protective Measures,9,107133
Severe Storm,Oklahoma,2011,April,Recreational or Other,6,107128
Severe Storm,New Jersey,2011,October,Public Buildings,9,106948
Severe Storm,Missouri,2022,January,Emergency Protective Measures,4,106892
Severe Storm,Vermont,2019,June,Debris Removal,8,106874
Severe Storm,Puerto Rico,2011,July,Public Buildings,6,106718
Severe Storm,Arizona,2021,September,Utilities,20,106162
Severe Storm,New Hampshire,2013,August,Debris Removal,3,106085
Severe Storm,Tennessee,2023,September,Roads and Bridges,7,105959
Severe Storm,Oklahoma,2016,February,Recreational or Other,9,105942
Severe Storm,Arkansas,2013,June,Protective Measures,4,105702
Severe Storm,Arizona,2018,August,Emergency Protective Measures,9,105088
Severe Storm,Missouri,2010,August,Water Control Facilities,2,104771
Severe Storm,Oregon,2017,January,Public Buildings,3,104601
Severe Storm,Iowa,2018,September,Emergency Protective Measures,11,104430
Severe Storm,Wisconsin,2013,August,Public Utilities,5,103160
Severe Storm,Nebraska,2010,February,State Management,18,103100
Severe Storm,Oklahoma,2012,June,Public Buildings,7,103011
Severe Storm,New Hampshire,2024,February,Buildings and Equipment,5,102384
Severe Storm,New York,2011,February,Debris Removal,6,101502
Severe Storm,Arizona,2010,October,State Management,45,101001
Severe Storm,Illinois,2011,June,Water Control Facilities,4,100958
Severe Storm,Arkansas,2019,September,"Parks, Recreational Facilities, and Other Items",8,100899
Severe Storm,Puerto Rico,2011,July,Public Utilities,8,99978
Severe Storm,Pennsylvania,2011,July,Recreational or Other,3,98947
Severe Storm,Montana,2011,June,State Management,8,98943
Severe Storm,West Virginia,2018,July,Emergency Protective Measures,4,98839
Severe Storm,North Carolina,2010,February,Public Buildings,7,98631
Severe Storm,Oklahoma,2010,May,Roads and Bridges,3,98587
Severe Storm,West Virginia,2018,July,"Parks, Recreational Facilities, and Other Items",5,97654
Severe Storm,New Jersey,2011,October,Recreational or Other,6,97453
Severe Storm,Missouri,2014,October,Debris Removal,4,96522
Severe Storm,Vermont,2018,January,Emergency Protective Measures,5,96361
Severe Storm,Iowa,2014,August,Water Control Facilities,5,96344
Severe Storm,Arkansas,2016,February,State Management,4,96028
Severe Storm,District of Columbia,2010,March,Public Buildings,5,95493
Severe Storm,New York,2024,January,Roads and Bridges,6,95076
Severe Storm,Alabama,2011,April,Water Control Facilities,7,94964
Severe Storm,Oregon,2017,August,State Management,5,94921
Severe Storm,North Carolina,2020,May,"Parks, Recreational Facilities, and Other Items",7,94444
Severe Storm,South Dakota,2010,September,Debris Removal,3,93770
Severe Storm,Oklahoma,2010,July,Debris Removal,3,93527
Severe Storm,Missouri,2020,July,Emergency Protective Measures,4,93464
Severe Storm,West Virginia,2012,March,Public Buildings,2,93253
Severe Storm,Rhode Island,2024,March,"Parks, Recreational Facilities, and Other Items",6,92909
Severe Storm,Oklahoma,2014,January,Protective Measures,5,92726
Severe Storm,New Jersey,2012,July,Roads and Bridges,2,92099
Severe Storm,Arkansas,2016,May,State Management,1,91008
Severe Storm,American Samoa,2014,September,Protective Measures,2,90913
Severe Storm,Puerto Rico,2010,October,Protective Measures,10,90428
Severe Storm,Kansas,2023,October,Roads and Bridges,10,90014
Severe Storm,Georgia,2017,January,"Parks, Recreational Facilities, and Other Items",5,90010
Severe Storm,Maine,2022,March,Buildings and Equipment,10,90000
Severe Storm,Vermont,2011,June,Debris Removal,5,88447
Severe Storm,Iowa,2020,September,Management Costs,17,88031
Severe Storm,California,2019,April,Emergency Protective Measures,14,87922
Severe Storm,West Virginia,2010,March,Recreational or Other,9,87768
Severe Storm,Vermont,2011,June,Public Buildings,12,87708
Severe Storm,Ohio,2012,August,Roads and Bridges,3,87580
Severe Storm,Tennessee,2019,December,Roads and Bridges,8,87479
Severe Storm,Michigan,2021,July,"Parks, Recreational Facilities, and Other Items",15,87060
Severe Storm,New Mexico,2013,September,Recreational or Other,6,86852
Severe Storm,South Dakota,2015,July,State Management,2,86383
Severe Storm,Oklahoma,2019,July,Water Control Facilities,16,86049
Severe Storm,Tennessee,2023,May,Roads and Bridges,7,85806
Severe Storm,California,2019,April,Roads and Bridges,20,85448
Severe Storm,Kansas,2010,August,Public Buildings,2,85239
Severe Storm,Vermont,2024,April,Management Costs,4,85122
Severe Storm,Iowa,2010,February,Public Buildings,5,84896
Severe Storm,North Dakota,2013,October,Protective Measures,26,84846
Severe Storm,Oregon,2011,February,Recreational or Other,2,84792
Severe Storm,Washington,2012,September,Public Buildings,2,84733
Severe Storm,Maine,2018,January,Utilities,7,84723
Severe Storm,Wisconsin,2016,August,Public Buildings,4,84328
Severe Storm,Montana,2014,October,Water Control Facilities,1,83880
Severe Storm,Kentucky,2021,March,"Parks, Recreational Facilities, and Other Items",5,83513
Severe Storm,North Dakota,2011,May,Protective Measures,2,83245
Severe Storm,New Hampshire,2018,January,Water Control Facilities,11,83203
Severe Storm,Louisiana,2021,June,Water Control Facilities,9,82472
Severe Storm,Iowa,2015,July,Protective Measures,4,82359
Severe Storm,Rhode Island,2013,March,Public Buildings,14,81901
Severe Storm,Missouri,2014,October,Public Buildings,5,81673
Severe Storm,Vermont,2018,July,Direct Administrative Costs,7,81615
Severe Storm,Idaho,2010,July,Protective Measures,2,81147
Severe Storm,Hawaii,2020,July,Management Costs,23,80876
Severe Storm,Iowa,2010,February,Roads and Bridges,5,80776
Severe Storm,Oklahoma,2010,May,Recreational or Other,5,80699
Severe Storm,New Jersey,2011,September,Recreational or Other,4,80685
Severe Storm,Oklahoma,2013,April,Public Buildings,10,80491
Severe Storm,Arkansas,2013,June,Debris Removal,4,80218
Severe Storm,Vermont,2019,June,"Parks, Recreational Facilities, and Other Items",8,80211
Severe Storm,Vermont,2018,July,Debris Removal,3,80188
Severe Storm,New Hampshire,2024,April,Roads and Bridges,5,79858
Severe Storm,American Samoa,2014,September,Public Utilities,3,79396
Severe Storm,West Virginia,2022,November,Water Control Facilities,13,78958
Severe Storm,West Virginia,2012,March,Recreational or Other,3,78627
Severe Storm,Nebraska,2024,May,Emergency Protective Measures,5,78452
Severe Storm,Kansas,2019,February,Water Control Facilities,13,78190
Severe Storm,Alabama,2020,May,"Parks, Recreational Facilities, and Other Items",9,77985
Severe Storm,Mississippi,2019,December,Buildings and Equipment,5,77406
Severe Storm,West Virginia,2012,March,State Management,1,77288
Severe Storm,Wisconsin,2012,August,Public Buildings,2,76881
Severe Storm,Missouri,2021,September,Buildings and Equipment,8,76804
Severe Storm,Illinois,2023,August,Emergency Work Donated Resources,6,76765
Severe Storm,Kansas,2018,October,Utilities,17,76552
Severe Storm,New Hampshire,2010,May,Debris Removal,3,76485
Severe Storm,Rhode Island,2015,April,Public Buildings,13,76356
Severe Storm,Georgia,2023,January,Emergency Work Donated Resources,11,76323
Severe Storm,Kansas,2023,October,Emergency Protective Measures,7,76112
Severe Storm,Washington,2015,October,Public Buildings,6,75741
Severe Storm,Vermont,2015,July,Recreational or Other,3,75571
Severe Storm,Alabama,2010,May,Roads and Bridges,4,75409
Severe Storm,Maine,2023,September,Emergency Protective Measures,9,75144
Severe Storm,Vermont,2024,April,Debris Removal,4,74988
Severe Storm,Wisconsin,2012,August,Protective Measures,2,74860
Severe Storm,New Hampshire,2018,January,Buildings and Equipment,10,74599
Severe Storm,South Dakota,2022,August,Emergency Protective Measures,6,74335
Severe Storm,Alaska,2021,February,Utilities,12,74100
