incident_type,state_name,incident_year,month,damageCategory,avg_month,total_amount
Tornado,Indiana,2023,April,Management Costs,7,1459904
Tornado,Oklahoma,2017,July,Public Utilities,5,1434692
Tornado,Kentucky,2021,December,Emergency Work Donated Resources,12,1433962
Tornado,Minnesota,2010,July,Recreational or Other,4,1233952
Tornado,Mississippi,2017,January,Public Utilities,5,1134601
Tornado,Mississippi,2015,January,Public Utilities,1,1125301
Tornado,Mississippi,2015,January,Debris Removal,7,1105884
Tornado,Oklahoma,2013,May,Recreational or Other,10,993289
Tornado,Mississippi,2017,January,Protective Measures,3,953223
Tornado,Massachusetts,2011,June,State Management,2,889186
Tornado,Nebraska,2014,June,Roads and Bridges,3,806991
Tornado,Mississippi,2017,January,Recreational or Other,2,762395
Tornado,Arkansas,2020,May,Debris Removal,10,761162
Tornado,Connecticut,2018,August,Utilities,9,743224
Tornado,Arkansas,2023,April,Emergency Work Donated Resources,8,706291
Tornado,Alabama,2019,March,Emergency Protective Measures,4,652064
Tornado,Arkansas,2020,May,Buildings and Equipment,17,640211
Tornado,Connecticut,2018,August,Emergency Protective Measures,9,553477
Tornado,Mississippi,2015,January,Protective Measures,5,508082
Tornado,Connecticut,2018,August,"Parks, Recreational Facilities, and Other Items",12,483026
Tornado,Nebraska,2022,February,Buildings and Equipment,6,459946
Tornado,Arkansas,2020,May,Management Costs,13,442430
Tornado,Connecticut,2018,August,Management Costs,12,435909
Tornado,Montana,2016,August,Roads and Bridges,1,419567
Tornado,Arkansas,2023,April,Roads and Bridges,8,411059
Tornado,Minnesota,2010,July,State Management,4,410447
Tornado,New York,2010,October,State Management,71,409423
Tornado,Nebraska,2022,February,Management Costs,5,407466
Tornado,Indiana,2023,April,Emergency Protective Measures,5,405445
Tornado,Connecticut,2018,August,Roads and Bridges,9,392926
Tornado,Oklahoma,2013,May,Water Control Facilities,16,356067
Tornado,Alabama,2019,March,Management Costs,6,341385
Tornado,Arkansas,2020,May,Emergency Protective Measures,11,325993
Tornado,Oklahoma,2017,July,Public Buildings,6,322740
Tornado,Oklahoma,2017,July,Protective Measures,6,316018
Tornado,Nebraska,2014,June,Debris Removal,3,305593
Tornado,Massachusetts,2011,June,Roads and Bridges,4,297125
Tornado,Indiana,2023,April,"Parks, Recreational Facilities, and Other Items",9,286718
Tornado,Indiana,2023,April,Buildings and Equipment,8,274571
Tornado,Tennessee,2020,March,Emergency Work Donated Resources,14,265864
Tornado,Oklahoma,2017,July,Debris Removal,6,256297
Tornado,Tennessee,2020,March,Roads and Bridges,16,233173
Tornado,New York,2010,October,Recreational or Other,3,190493
Tornado,Connecticut,2018,August,Emergency Work Donated Resources,13,188509
Tornado,Connecticut,2018,August,Buildings and Equipment,9,179996
Tornado,Alabama,2019,March,Emergency Work Donated Resources,6,160715
Tornado,Nebraska,2022,February,Emergency Protective Measures,6,158823
Tornado,Oklahoma,2017,July,State Management,2,145347
Tornado,Arkansas,2023,April,Water Control Facilities,6,130502
Tornado,Mississippi,2015,January,Recreational or Other,2,129455
Tornado,Indiana,2023,April,Roads and Bridges,5,121360
Tornado,Nebraska,2022,February,Debris Removal,4,112761
Tornado,Nebraska,2014,June,Protective Measures,3,108757
Tornado,Mississippi,2015,January,State Management,9,101238
Tornado,Mississippi,2017,January,Roads and Bridges,3,95716
Tornado,Arkansas,2020,May,"Parks, Recreational Facilities, and Other Items",14,93684
Tornado,Indiana,2023,April,Emergency Work Donated Resources,10,49204
Tornado,Montana,2016,August,Protective Measures,3,42179
Tornado,Minnesota,2010,July,Water Control Facilities,2,36151
Tornado,Connecticut,2018,August,Water Control Facilities,7,32902
Tornado,Massachusetts,2011,June,Public Utilities,7,31205
Tornado,Nebraska,2014,June,State Management,1,29817
Tornado,Nebraska,2022,February,"Parks, Recreational Facilities, and Other Items",5,23445
Tornado,Oklahoma,2017,July,Recreational or Other,10,18780
Tornado,Mississippi,2015,January,Public Buildings,1,15347
Tornado,Montana,2016,August,State Management,1,7662
Tornado,Montana,2016,August,Public Utilities,1,4057
Tornado,Montana,2016,August,Debris Removal,3,3720
Tornado,Nebraska,2014,June,Public Buildings,2,1875
Tornado,Nebraska,2022,February,Emergency Work Donated Resources,7,1388
Winter Storm,Virginia,2022,March,Debris Removal,7,78443176
Winter Storm,Oklahoma,2020,December,Debris Removal,10,71305832
Winter Storm,Texas,2021,February,Emergency Protective Measures,10,58174187
Winter Storm,Texas,2023,April,Debris Removal,7,38522182
Winter Storm,Texas,2021,February,Utilities,15,35187694
Winter Storm,Massachusetts,2018,July,Emergency Protective Measures,9,33207516
Winter Storm,Oklahoma,2020,December,Utilities,14,33040998
Winter Storm,Virginia,2021,May,Utilities,6,27617534
Winter Storm,Virginia,2021,May,Debris Removal,6,26701220
Winter Storm,Texas,2023,April,Utilities,8,25357216
Winter Storm,Massachusetts,2022,April,Emergency Protective Measures,5,23840777
Winter Storm,Tennessee,2022,March,Debris Removal,5,20600664
Winter Storm,Virginia,2022,March,Utilities,10,18336290
Winter Storm,California,2019,May,Water Control Facilities,16,17678086
Winter Storm,Oregon,2021,May,Debris Removal,11,17226091
Winter Storm,Tennessee,2022,March,Utilities,5,13279523
Winter Storm,New Jersey,2021,April,Emergency Protective Measures,8,12822670
Winter Storm,Mississippi,2021,May,Utilities,5,11096590
Winter Storm,New York,2023,March,Emergency Protective Measures,9,10700140
Winter Storm,Alabama,2023,January,Debris Removal,7,10119026
Winter Storm,Virginia,2022,March,Management Costs,9,9320167
Winter Storm,Alaska,2017,December,Roads and Bridges,14,8911209
Winter Storm,Tennessee,2021,April,Utilities,8,8886461
Winter Storm,California,2019,May,Roads and Bridges,10,8494424
Winter Storm,Rhode Island,2022,May,Emergency Protective Measures,7,8305312
Winter Storm,California,2019,May,Utilities,12,7872717
Winter Storm,Virginia,2021,May,Management Costs,7,7807794
Winter Storm,Mississippi,2021,May,Debris Removal,7,7584193
Winter Storm,Washington,2021,April,Utilities,14,7215207
Winter Storm,Washington,2021,April,Roads and Bridges,17,5807444
Winter Storm,Texas,2021,February,Buildings and Equipment,17,5602677
Winter Storm,Virginia,2022,March,Emergency Protective Measures,6,5402733
Winter Storm,Texas,2021,February,Management Costs,16,5306806
Winter Storm,Washington,2019,March,Utilities,8,5063391
Winter Storm,Arkansas,2023,April,Utilities,5,4838166
Winter Storm,Texas,2023,April,Management Costs,9,4738603
Winter Storm,West Virginia,2021,May,Debris Removal,9,4718353
Winter Storm,Virginia,2021,May,Emergency Protective Measures,5,4428859
Winter Storm,Arkansas,2023,April,Debris Removal,4,4421637
Winter Storm,Tennessee,2021,April,Buildings and Equipment,9,3772963
Winter Storm,Tennessee,2023,March,Utilities,6,3570509
Winter Storm,Washington,2019,March,"Parks, Recreational Facilities, and Other Items",10,3561456
Winter Storm,California,2019,May,Debris Removal,9,3559883
Winter Storm,Oregon,2021,May,Utilities,10,3527984
Winter Storm,Massachusetts,2018,July,Section 324 Management Costs,5,3309570
Winter Storm,Washington,2019,March,Water Control Facilities,18,2860024
Winter Storm,Alaska,2022,March,Utilities,18,2743126
Winter Storm,Oklahoma,2020,December,Management Costs,12,2714535
Winter Storm,Wisconsin,2020,March,Buildings and Equipment,10,2710460
Winter Storm,Oregon,2021,May,Management Costs,13,2653102
Winter Storm,Washington,2021,April,"Parks, Recreational Facilities, and Other Items",23,2598904
Winter Storm,New Hampshire,2018,June,Emergency Protective Measures,6,2410838
Winter Storm,Mississippi,2021,May,Emergency Protective Measures,4,2260827
Winter Storm,Washington,2023,January,Utilities,6,2192772
Winter Storm,California,2019,May,Management Costs,12,2172998
Winter Storm,Texas,2023,April,Emergency Protective Measures,6,2132539
Winter Storm,Alabama,2023,January,Utilities,5,1893351
Winter Storm,Tennessee,2021,April,Debris Removal,6,1865193
Winter Storm,Oklahoma,2021,February,Emergency Protective Measures,9,1787088
Winter Storm,Oregon,2021,May,Emergency Protective Measures,9,1718433
Winter Storm,Tennessee,2023,March,Buildings and Equipment,9,1646136
Winter Storm,South Dakota,2023,February,Emergency Protective Measures,4,1597339
Winter Storm,Alabama,2023,January,Emergency Protective Measures,6,1532656
Winter Storm,North Dakota,2023,February,Utilities,8,1506471
Winter Storm,Massachusetts,2018,July,Debris Removal,10,1502814
Winter Storm,South Dakota,2023,February,Utilities,4,1484386
Winter Storm,Oklahoma,2020,December,Emergency Protective Measures,8,1461165
Winter Storm,Alaska,2022,March,Buildings and Equipment,16,1461059
Winter Storm,New York,2023,March,Roads and Bridges,11,1371623
Winter Storm,Oklahoma,2021,February,Utilities,13,1361536
Winter Storm,New Jersey,2021,April,"Parks, Recreational Facilities, and Other Items",12,1297217
Winter Storm,New Hampshire,2017,June,Utilities,10,1283762
Winter Storm,Washington,2021,April,Debris Removal,12,1118289
Winter Storm,New York,2023,March,Buildings and Equipment,11,1083523
Winter Storm,Washington,2023,January,Management Costs,6,1000083
Winter Storm,New York,2022,November,Emergency Protective Measures,10,982999
Winter Storm,California,2019,May,Emergency Protective Measures,7,956692
Winter Storm,Tennessee,2022,March,Management Costs,6,945489
Winter Storm,Tennessee,2021,April,Emergency Protective Measures,6,936349
Winter Storm,Oklahoma,2020,December,Roads and Bridges,11,931051
Winter Storm,Tennessee,2023,March,Management Costs,9,926259
Winter Storm,Massachusetts,2022,April,Management Costs,6,909957
Winter Storm,New Jersey,2021,April,Management Costs,10,903685
Winter Storm,Rhode Island,2022,May,Management Costs,7,895437
Winter Storm,Washington,2021,April,Management Costs,16,866453
Winter Storm,New York,2023,March,"Parks, Recreational Facilities, and Other Items",13,838120
Winter Storm,Washington,2021,April,Emergency Protective Measures,12,825279
Winter Storm,Alabama,2023,January,Management Costs,7,819678
Winter Storm,Tennessee,2021,April,Management Costs,8,813897
Winter Storm,Alaska,2022,March,Debris Removal,22,813238
Winter Storm,Wisconsin,2020,March,Management Costs,10,794784
Winter Storm,Washington,2019,March,Management Costs,14,764038
Winter Storm,Washington,2019,March,Debris Removal,9,750723
Winter Storm,Tennessee,2023,March,Emergency Protective Measures,6,733210
Winter Storm,Alaska,2017,December,Emergency Protective Measures,15,729260
Winter Storm,Arkansas,2023,April,Management Costs,4,704101
Winter Storm,Texas,2021,February,Debris Removal,14,691228
Winter Storm,Mississippi,2021,May,Management Costs,7,691014
Winter Storm,Washington,2021,April,Water Control Facilities,21,684590
Winter Storm,Washington,2023,January,Debris Removal,6,679069
Winter Storm,West Virginia,2021,May,Emergency Protective Measures,6,665444
Winter Storm,Oregon,2021,May,"Parks, Recreational Facilities, and Other Items",10,585335
Winter Storm,Wisconsin,2020,March,"Parks, Recreational Facilities, and Other Items",9,563863
Winter Storm,Oklahoma,2020,December,Buildings and Equipment,24,517249
Winter Storm,California,2019,May,"Parks, Recreational Facilities, and Other Items",14,498311
Winter Storm,Washington,2019,March,Buildings and Equipment,10,494714
Winter Storm,Washington,2023,January,Emergency Protective Measures,6,491341
Winter Storm,Mississippi,2021,May,Buildings and Equipment,5,479374
Winter Storm,Oklahoma,2021,February,Management Costs,14,468436
Winter Storm,New York,2023,March,Debris Removal,9,465019
Winter Storm,Alabama,2023,January,Buildings and Equipment,6,456791
Winter Storm,Tennessee,2022,March,Emergency Protective Measures,6,454995
Winter Storm,West Virginia,2021,May,Management Costs,8,451638
Winter Storm,Alaska,2017,December,Section 324 Management Costs,6,449781
Winter Storm,Wisconsin,2020,March,Water Control Facilities,17,434889
Winter Storm,South Dakota,2019,June,Roads and Bridges,11,418441
Winter Storm,Kansas,2024,April,Management Costs,3,378399
Winter Storm,Texas,2023,April,Roads and Bridges,8,371056
Winter Storm,Massachusetts,2018,July,Roads and Bridges,15,364336
Winter Storm,New Hampshire,2017,June,Debris Removal,8,357785
Winter Storm,Massachusetts,2018,July,Utilities,10,314040
Winter Storm,Wisconsin,2020,March,Utilities,10,302567
Winter Storm,Texas,2023,April,Buildings and Equipment,10,297846
Winter Storm,Washington,2019,March,Roads and Bridges,10,278552
Winter Storm,South Dakota,2019,June,Emergency Protective Measures,6,251829
Winter Storm,Virginia,2022,March,"Parks, Recreational Facilities, and Other Items",9,238498
Winter Storm,Massachusetts,2018,July,Management Costs,13,228079
Winter Storm,New Hampshire,2018,June,Section 324 Management Costs,4,227015
Winter Storm,Washington,2023,January,Roads and Bridges,7,217899
Winter Storm,South Dakota,2019,June,Utilities,7,214212
Winter Storm,Oklahoma,2023,March,Buildings and Equipment,8,201042
Winter Storm,Alaska,2022,March,Management Costs,10,195762
Winter Storm,Alabama,2023,January,"Parks, Recreational Facilities, and Other Items",4,195621
Winter Storm,Texas,2021,February,Roads and Bridges,13,195315
Winter Storm,New York,2023,March,Management Costs,12,192835
Winter Storm,Massachusetts,2018,July,"Parks, Recreational Facilities, and Other Items",19,186732
Winter Storm,Alabama,2023,January,Roads and Bridges,6,180397
Winter Storm,Wisconsin,2020,March,Debris Removal,7,172497
Winter Storm,Washington,2019,March,Emergency Protective Measures,8,169060
Winter Storm,South Dakota,2023,February,Management Costs,5,168335
Winter Storm,Texas,2021,February,"Parks, Recreational Facilities, and Other Items",17,158088
Winter Storm,Oregon,2021,May,Buildings and Equipment,10,157971
Winter Storm,Alabama,2023,January,Emergency Work Donated Resources,13,155659
Winter Storm,North Dakota,2023,February,Management Costs,10,154767
Winter Storm,North Dakota,2023,February,Emergency Protective Measures,3,151747
Winter Storm,Texas,2021,February,Emergency Work Donated Resources,13,150020
Winter Storm,Oregon,2021,May,Roads and Bridges,8,140011
Winter Storm,Alaska,2017,December,"Parks, Recreational Facilities, and Other Items",10,130417
Winter Storm,California,2019,May,Buildings and Equipment,10,129382
Winter Storm,Tennessee,2023,March,"Parks, Recreational Facilities, and Other Items",9,101275
Winter Storm,Wisconsin,2020,March,Emergency Protective Measures,7,101005
Winter Storm,Alaska,2022,March,Emergency Protective Measures,19,96314
Winter Storm,New York,2022,November,Management Costs,13,95928
Winter Storm,Oregon,2021,May,Emergency Work Donated Resources,16,88749
Winter Storm,Virginia,2022,March,Emergency Work Donated Resources,10,86160
Winter Storm,New Jersey,2021,April,Roads and Bridges,8,85616
Winter Storm,New York,2023,March,Emergency Work Donated Resources,10,82931
Winter Storm,Arkansas,2023,April,Roads and Bridges,3,79094
Winter Storm,Tennessee,2021,April,"Parks, Recreational Facilities, and Other Items",7,76821
Winter Storm,Arkansas,2023,April,Emergency Protective Measures,3,70840
Winter Storm,The Chickasaw Nation,2021,February,Emergency Protective Measures,19,58518
Winter Storm,Tennessee,2022,March,"Parks, Recreational Facilities, and Other Items",5,56526
Winter Storm,Washington,2023,January,"Parks, Recreational Facilities, and Other Items",8,55722
Winter Storm,Mississippi,2021,May,Roads and Bridges,4,51059
Winter Storm,California,2019,May,Emergency Work Donated Resources,11,50660
Winter Storm,Muscogee (Creek) Nation,2021,February,Emergency Protective Measures,6,45600
Winter Storm,New Jersey,2021,April,Buildings and Equipment,14,45000
Winter Storm,Oklahoma,2023,March,Emergency Protective Measures,11,40954
Winter Storm,New Jersey,2021,April,Utilities,9,39996
Winter Storm,Texas,2023,April,"Parks, Recreational Facilities, and Other Items",8,39730
Winter Storm,Rhode Island,2022,May,Buildings and Equipment,20,37495
Winter Storm,Texas,2023,April,Emergency Work Donated Resources,6,35711
